"Customer Name","Email","Phone Number","Query","Query Date","Transaction Date","Transaction Amount","Fraud Incident"
"Matthew Anderson","stokesmelissa@example.org","001-412-531-4253x400","Present ok kid learn true.","2023-02-06","2023-02-25",292.9,False
"Charles Mitchell","joshuaedwards@example.com","494-619-0395","Room down social central reason officer sing.","2023-09-09","2023-09-20",150.5,False
"Aimee Moreno","zlopez@example.org","(845)429-9012x473","Several listen story simply air instead wide.","2023-05-05","2023-05-30",300.56,True
"Steven Roberts","mullenmatthew@example.org","998.770.1790x579","Within carry thing official produce fill meet.","2023-06-16","2023-06-19",616.51,True
"Janet Fernandez","garciablake@example.net","365.775.2596","Tv table maybe personal clearly.","2023-04-09","2023-04-12",749.72,True
"Matthew Martin","james36@example.org","911-572-9752x45853","Gun able source win rich.","2023-08-08","2023-08-30",593.96,False
"Kim Powell","brendajohnson@example.net","001-898-868-9223x3349","Us price organization break.","2022-12-14","2022-12-23",221.11,False
"Donna Garrett","edwardspatrick@example.org","001-304-738-8308x9331","Young cover individual sport become benefit.","2023-05-08","2023-06-06",556.72,True
"Kimberly Brewer","kevinscott@example.org","(888)691-8627","Pull mind speak gun avoid life.","2023-01-31","2023-02-22",674.8,False
"Brian Boyd","owensmatthew@example.org","416-992-5172","Themselves onto ago political.","2023-02-27","2023-03-02",174.12,False
"Linda Cunningham","arnoldjohn@example.org","512-323-5553","Science subject meeting plant site certain general answer.","2023-06-26","2023-07-03",479.56,False
"Angela Gonzalez","mtorres@example.com","+1-550-608-2165x523","Page feel sort how key size.","2023-06-25","2023-07-03",857.9,False
"Heather Washington","robert70@example.net","957.592.7171","State door little system.","2023-04-13","2023-05-11",284.28,False
"Benjamin Mckenzie","daniellecurry@example.org","606.755.8555x343","Foreign walk adult weight resource own.","2022-12-30","2023-01-08",410.77,True
"Heather Scott","lauriewerner@example.net","+1-589-356-1828","Candidate spring instead church never myself ask.","2022-12-29","2023-01-06",314.63,False
"Richard Gomez II","dunderwood@example.net","001-846-882-8744x1809","Age ability approach discuss particularly.","2023-09-13","2023-10-13",830.01,False
"Sarah Williams DVM","vazquezdale@example.com","493-930-9444x094","Above describe prevent hour.","2023-08-29","2023-09-06",320.74,False
"Deborah Baker","michael98@example.net","(597)984-3859","Sit opportunity language understand upon concern the.","2023-01-29","2023-02-28",105.47,False
"Matthew Thompson","erika23@example.com","826.785.3535x095","Trip back throw attention.","2022-11-15","2022-12-05",157.78,False
"Edward Davis","valdezalexis@example.net","+1-917-488-6256x14890","Team need big new later thing.","2023-08-03","2023-08-20",486.83,True
"John Wood","lisa95@example.org","(542)536-8047x505","Clear college level.","2022-12-04","2022-12-18",256.29,False
"Cody Shields","nlynch@example.net","793-535-1385x419","Course whether mention well.","2023-02-01","2023-02-13",448.1,False
"Joy Williams","matthewpalmer@example.net","805-344-9832","Official plant agreement them matter example.","2022-11-29","2022-12-13",449.54,False
"Dr. Nathan Wiley","leonkenneth@example.org","5096836657","Half push owner whose three.","2022-12-05","2022-12-29",976.23,False
"Sherri Randall","eric31@example.com","(412)256-6097x595","Major sense way forget fund media.","2023-06-01","2023-06-12",682.84,False
"Jesus Kirk","sarah23@example.com","(994)457-5389x9191","History thousand financial statement woman develop although.","2022-10-04","2022-10-19",908.48,False
"Carrie Summers","jilltaylor@example.org","(332)630-2996x64037","List share information very hospital.","2023-04-13","2023-05-12",236.79,False
"Carol Ramsey","youngvictoria@example.org","001-532-243-4072","Enter carry operation development teacher gas house.","2023-02-26","2023-03-05",741.99,False
"Sarah Perez","ellishoward@example.net","(383)585-1207x37437","Pass thank thank.","2023-04-17","2023-05-12",621.01,True
"Cynthia Nelson","spugh@example.com","664-523-9912","Industry his only several forget tree election care.","2022-10-30","2022-11-20",669.4,False
"Jeffrey Graham","stephen09@example.org","+1-532-348-5359x09353","The international should she task its practice.","2022-10-19","2022-11-14",147.15,True
"Rachel Owens","ksimmons@example.org","+1-666-576-6520x109","Into onto put term like themselves.","2023-06-16","2023-06-23",27.47,False
"Robert Myers","wmeyer@example.com","(690)659-9004","Visit generation teach their away follow campaign young.","2023-06-03","2023-06-10",437.57,False
"Lisa Mitchell","qgarcia@example.org","(595)489-6850x371","Race between school difference project two glass.","2022-12-20","2022-12-31",24.32,False
"Michelle Vazquez","cynthialopez@example.org","822-353-0847x73738","Late pattern poor.","2023-03-23","2023-04-12",260.71,False
"Amanda Thompson","foxeric@example.com","001-636-494-9966x551","Hundred tell how draw chair remain.","2022-09-28","2022-10-18",269.51,False
"Stephanie Ortiz","heatherjones@example.com","(930)673-7253x80415","Morning attention almost decade statement.","2023-02-09","2023-02-18",740.94,False
"Jennifer Landry","laurenbrown@example.net","589-811-4023","President than strong build stage its firm.","2023-02-11","2023-02-12",170.73,False
"Joshua Torres","lindacole@example.org","730.776.0308","By no successful movie foot seven consumer.","2023-06-01","2023-06-06",972.73,False
"Sarah Huber","theresa78@example.org","001-881-925-1422","Memory information hear themselves room role.","2023-01-11","2023-01-16",699.57,False
"William Klein","juliefaulkner@example.com","6135931932","Sell century house finish situation social cultural commercial.","2022-12-23","2023-01-19",690.18,True
"Elizabeth Roberson","odonnellbrandi@example.net","+1-412-957-3012x88806","Activity ahead ready food treatment child.","2022-11-09","2022-12-06",205.35,False
"Kathryn Miller","timothy72@example.org","001-713-721-8994","Movement price old entire fly.","2023-05-06","2023-06-03",169.54,False
"William Finley","megan77@example.com","9587801646","Property eat take old toward.","2023-01-02","2023-01-12",797.36,True
"John Perry","kristinharding@example.org","317-523-5697x74071","Evening car agency same character.","2023-05-07","2023-05-09",203.83,False
"Joshua Simpson","kimberlyedwards@example.com","001-295-758-7593x7381","Possible too just movement.","2023-04-22","2023-05-18",435.68,False
"Kim Leach","jamesowen@example.org","430-571-3810x4561","Kitchen get camera serious level represent drug not.","2023-03-31","2023-04-23",740.75,False
"Corey Reed","millerjordan@example.net","(431)531-3123","Stage left billion alone just audience out.","2022-11-23","2022-12-08",681.3,False
"Laura Lewis","albert54@example.com","(884)530-7065x86093","Compare source truth idea yes project cold.","2023-04-05","2023-04-26",629.11,True
"Christopher Smith","smithsarah@example.org","505-782-6394","Go direction side.","2023-05-21","2023-05-25",151.86,False
"Meagan Velasquez","josephwilliams@example.org","001-623-402-0056x7870","Quite station mention where television second thus.","2022-12-06","2022-12-26",984.34,False
"Audrey Shields","josephdalton@example.com","927-279-1870","Learn control question character whose focus light ability.","2023-03-27","2023-04-04",662.92,True
"Anthony Stone II","charles30@example.org","(415)330-0458x3995","Paper already voice card.","2023-05-29","2023-06-19",149.57,True
"Kristina Bryant","johnhawkins@example.com","001-759-595-6643x783","Car data brother partner.","2023-03-14","2023-04-01",829.25,True
"Jennifer Mccullough","velazquezstephen@example.org","(407)211-2277x34463","But evidence series.","2022-12-28","2023-01-05",561.64,False
"Angela Davis","james11@example.net","795.966.3956x582","Push oil staff institution.","2023-04-12","2023-04-17",109.74,False
"Brenda Henderson","prattandrea@example.org","475-395-2115","Run conference power.","2023-04-01","2023-04-23",587.14,False
"Adrienne Barnes","thomaswhite@example.net","001-587-771-4001x75464","Exactly protect night half.","2022-12-21","2023-01-16",612.27,True
"Olivia Castillo","ubecker@example.org","296.717.1838x854","Success attack make situation.","2023-07-11","2023-08-10",24.38,False
"Lori Hernandez","valdezmonica@example.net","782.242.6907x68062","Include accept them fine policy.","2023-04-15","2023-05-13",79.41,False
"Robert Orozco","madelineyoung@example.org","(648)858-6548x703","Every itself our this window Republican weight.","2023-04-02","2023-04-13",246.24,True
"Erica Daniel","robertfrey@example.net","(271)529-3647x594","When campaign main together each tend.","2023-06-06","2023-07-04",661.15,False
"Stephanie Davis","caroline37@example.org","3282736589","Experience play life play age development business enter.","2023-08-10","2023-08-27",495.84,False
"Jessica Carter","jamesvargas@example.org","843-441-0570x815","President month should ok market begin.","2023-02-17","2023-03-15",523.4,True
"Elizabeth Williams","christianjames@example.org","(927)933-9609","Land first necessary foot size off simple wind.","2023-03-24","2023-04-04",164.65,False
"James Arellano","chenmonica@example.com","506-671-1021x046","Knowledge buy however phone voice first almost.","2022-11-19","2022-12-06",195.1,False
"Elizabeth Thompson","kathrynespinoza@example.org","001-999-480-8446","Laugh practice bit.","2023-02-28","2023-03-15",176.68,False
"Sean Garcia III","shawnfoster@example.org","(826)374-2875x37643","Difference production medical share father leave plan.","2023-06-12","2023-06-16",140.45,False
"Angelica Smith","oliveremily@example.net","8356059075","President focus say often young lot rate.","2023-07-27","2023-08-26",300.98,True
"Nicole Neal","cunninghamdouglas@example.net","+1-641-959-3229x58675","Next already my home truth.","2022-11-30","2022-12-18",575.41,True
"Hayley Costa","kenneth98@example.com","446.708.3406","Within know his price different.","2023-04-11","2023-05-09",923.73,True
"Adrian Garcia","smithgrant@example.org","395.973.9268","Human employee tough third individual PM.","2023-03-01","2023-03-17",133.09,False
"Stephanie Rodgers","dennis52@example.net","001-703-462-6497x689","South measure design cover cold.","2023-04-03","2023-05-01",287.76,True
"Jay Curry","richardwright@example.org","+1-264-767-2559","Anything couple trouble pick health step.","2023-03-02","2023-03-26",893.69,False
"Bryan Everett","johngarcia@example.org","(231)370-7343","Exactly as behind fish record message.","2022-10-05","2022-10-23",335.1,False
"David Scott","shawn42@example.com","(920)946-4294x72090","Total share fight arrive.","2023-08-17","2023-09-05",228.09,True
"Jeff Werner","carlsonstephanie@example.org","377-848-9449x0485","Democrat window memory.","2023-02-25","2023-03-24",259.63,True
"Mr. William Miller","kingdanielle@example.org","868.969.9626","Forget both certain run.","2023-04-12","2023-05-03",626.2,False
"Joseph Doyle","elizabethcruz@example.org","466.323.9085","Bad sport recently board truth might fear.","2023-01-26","2023-02-16",280.17,False
"Megan Wolfe","robert49@example.com","374.248.3353","Police design goal able garden.","2023-05-07","2023-05-18",999.86,False
"Heather Wong","ericwalker@example.com","306.474.5027","At explain local his threat.","2023-04-15","2023-05-12",340.17,False
"Christopher Richards","matthew47@example.com","890.706.9507x63248","Decision once rule keep.","2023-07-17","2023-07-25",918.99,False
"Kathleen Soto","crystal75@example.net","+1-697-662-8124","Participant language middle shoulder green focus paper.","2022-12-14","2023-01-10",591.08,False
"Patrick Harrington","kingashley@example.org","+1-286-213-8616","Within he quality discussion enjoy hold be.","2023-08-01","2023-08-13",654.74,True
"Dawn Thompson","beckerrichard@example.net","001-355-823-1579x101","Executive democratic cold.","2022-11-21","2022-11-30",643.68,True
"Manuel Walker","karenmoore@example.com","295-614-5794","Music good food would message.","2022-11-07","2022-11-11",725.33,True
